INSERT INTO `peminjaman` (`id`, `kode_pinjam`, `peminjam_id`, `kd_barang`, `nama_peminjam`, `petugas_pinjam`, `petugas_kembali`, `status`, `denda`, `tanggal_pinjam`, `tanggal_kembali`, `tanggal_pengembalian`, `created_at`, `updated_at`) VALUES
(361, '530831455', 364, '4c0fcf6d-7842-4e5e-b9ed-7878f1fef4f3', 'Belinda Yolanda S.Psi', 1, 1, 3, 0, '2022-09-06', '2022-09-20', '2022-09-19', '2023-05-29 02:10:50', '2023-05-29 02:10:50'),
(362, '575233122', 365, '2de6ef58-f0cc-454c-8697-32f033c5684f', 'Intan Agnes Oktaviani', 1, 1, 3, 0, '2021-07-01', '2021-07-15', '2021-07-14', '2023-05-29 02:10:50', '2023-05-29 02:10:50'),
(363, '401689200', 366, '142245b7-7491-4a24-93ea-41d69f61c172', 'Kasiyah Eva Maryati', 2, 2, 3, 0, '2021-02-10', '2021-02-24', '2021-02-23', '2023-05-29 02:10:50', '2023-05-29 02:10:50'),
(364, '568716866', 367, '3a872e36-62a9-4cb7-979d-bcb94d7b78c4', 'Sarah Maria Nurdiyanti S.Gz', 1, 2, 3, 0, '2020-12-23', '2021-01-06', '2021-01-05', '2023-05-29 02:10:50', '2023-05-29 02:10:50'),
(365, '887153392', 368, '2161d701-c750-4773-9c08-fba5547f0709', 'Galih Mahendra', 1, 1, 3, 0, '2023-03-06', '2023-03-20', '2023-03-19', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(366, '631825351', 369, '5ee4b3d8-d404-4657-8d9b-412a0b9f5c8b', 'Patricia Wijayanti S.Ked', 2, 2, 3, 0, '2022-12-12', '2022-12-26', '2022-12-25', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(367, '952359827', 370, '89044523-d22c-4469-9592-05d9b2b6a4f2', 'Asmadi Setiawan', 1, 2, 3, 0, '2020-12-06', '2020-12-20', '2020-12-19', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(368, '794308009', 371, 'bd0ceeb5-405e-4359-8877-d31e521afaff', 'Hairyanto Wibowo', 2, 2, 3, 0, '2022-08-12', '2022-08-26', '2022-08-25', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(369, '205393358', 372, '136067f5-733e-4936-b6c9-88133ec7e25b', 'Ami Melinda Pertiwi', 2, 2, 3, 0, '2022-10-29', '2022-11-12', '2022-11-11', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(370, '315739159', 373, '919d2ec7-f29f-4ef6-a711-e0d58dccdb6f', 'Imam Ajiono Pranowo', 1, 2, 3, 0, '2022-07-26', '2022-08-09', '2022-08-08', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(371, '184971449', 374, '14dafed5-4522-4fe8-828b-91cefad6e5bd', 'Jail Megantara', 2, 1, 3, 0, '2021-10-24', '2021-11-07', '2021-11-06', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(372, '445139238', 375, '57547285-97f0-4b9f-b346-8afd32d3e445', 'Eja Jailani', 1, 2, 3, 0, '2022-10-27', '2022-11-10', '2022-11-09', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(373, '181271001', 376, '479f6d12-c0bd-43d2-a8ca-82c812ec41ab', 'Cici Nasyiah S.IP', 1, 2, 3, 0, '2022-10-25', '2022-11-08', '2022-11-07', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(374, '836465626', 377, 'cf8e4f65-e834-409c-ad99-c2d9eeec4d10', 'Jarwi Winarno', 2, 2, 3, 0, '2022-04-27', '2022-05-11', '2022-05-10', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(375, '299646650', 378, '4e809384-1ba2-485d-ab2b-a3721b0b2615', 'Tami Agustina', 1, 1, 3, 0, '2021-02-05', '2021-02-19', '2021-02-18', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(376, '319822729', 379, '03b4aff5-b995-4de3-a016-f20971f70c41', 'Umar Pradana', 2, 1, 3, 0, '2022-09-18', '2022-10-02', '2022-10-01', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(377, '777283121', 380, '6d177107-9482-4571-b847-80180f54d147', 'Rafid Cakrawangsa Lazuardi', 2, 2, 3, 0, '2021-11-06', '2021-11-20', '2021-11-19', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(378, '375378484', 381, 'ff850784-255b-4493-8eb6-e15ed9796d00', 'Ulya Wastuti', 1, 2, 3, 0, '2020-10-02', '2020-10-16', '2020-10-15', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(379, '747229668', 382, '51dd3da6-e6a0-47ed-9599-7fe9961d13ed', 'Laras Mardhiyah', 2, 1, 3, 0, '2021-01-17', '2021-01-31', '2021-01-30', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(380, '963617836', 383, 'd8276af2-d70a-4fd1-bcdf-8c12fc343f1c', 'Faizah Mardhiyah S.Ked', 1, 1, 3, 0, '2022-07-30', '2022-08-13', '2022-08-12', '2023-05-29 02:10:51', '2023-05-29 02:10:51'),
(381, '774401338', 384, '84bdad80-8d27-488f-9f42-2b9772598914', 'Ibrahim Liman Mansur', 2, 2, 3, 0, '2023-04-24', '2023-05-08', '2023-05-07', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(382, '722820558', 385, '85aa5087-c54f-40fe-995e-96101b1446e3', 'Zalindra Ami Purwanti', 2, 1, 3, 0, '2022-11-18', '2022-12-02', '2022-12-01', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(383, '729745239', 386, 'a7a6c5dd-63b4-41c1-8813-cec2c5f89603', 'Gandi Simanjuntak', 1, 1, 3, 0, '2020-02-19', '2020-03-04', '2020-03-03', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(384, '353644972', 387, '7de4a6b3-c976-43f9-8403-39b100174364', 'Prayoga Prabowo', 2, 2, 3, 0, '2022-02-20', '2022-03-06', '2022-03-05', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(385, '849289244', 388, 'da2fc43f-fa1a-4bd0-8d9d-ca751e3758a0', 'Dagel Wacana', 2, 1, 3, 0, '2022-01-16', '2022-01-30', '2022-01-29', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(386, '740239006', 389, '37ee01a5-c35d-4fca-82b2-edcdeffab364', 'Vanya Nuraini', 2, 1, 3, 0, '2021-07-22', '2021-08-05', '2021-08-04', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(387, '395103069', 390, 'ed3488e5-88b9-4b26-80fd-9a172bca1513', 'Titin Nasyidah M.Farm', 1, 1, 3, 0, '2023-05-13', '2023-05-27', '2023-05-26', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(388, '323192041', 391, 'af79bb57-e033-4839-8043-a3a0634795b6', 'Jaeman Firmansyah', 2, 2, 3, 0, '2020-05-12', '2020-05-26', '2020-05-25', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(389, '217361064', 392, 'a2863fe7-1b07-4b09-abab-0df29916026e', 'Karta Adriansyah', 2, 1, 3, 0, '2020-10-29', '2020-11-12', '2020-11-11', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(390, '565161933', 393, '2d24fa1f-945c-4f53-9c48-0ff3d761f227', 'Hendra Wibowo', 1, 1, 3, 0, '2022-07-23', '2022-08-06', '2022-08-05', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(391, '446422926', 394, '9a7b6d65-bf43-464b-bbad-8070552d3063', 'Julia Mulyani S.H.', 2, 2, 3, 0, '2021-03-04', '2021-03-18', '2021-03-17', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(392, '622112933', 395, '6c893faf-ba12-4675-93de-813c6f8810bd', 'Martaka Samosir S.H.', 2, 1, 3, 0, '2021-04-24', '2021-05-08', '2021-05-07', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(393, '608548440', 396, 'aa32faf7-c8b6-49d8-b4f5-edf08e0b683e', 'Dalima Hassanah', 2, 1, 3, 0, '2022-10-04', '2022-10-18', '2022-10-17', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(394, '436595279', 397, 'd720578a-cd90-43f5-bd44-268abb7f620a', 'Sari Mulyani', 1, 2, 3, 0, '2022-12-26', '2023-01-09', '2023-01-08', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(395, '557254694', 398, '6b670046-2b1f-4b04-a708-e56bfe9dc8d9', 'Cinthia Ayu Utami', 1, 2, 3, 0, '2021-02-24', '2021-03-10', '2021-03-09', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(396, '756218703', 399, '56f4663f-84a6-4cfd-933a-47253720849b', 'Cagak Taswir Hakim', 2, 1, 3, 0, '2022-01-25', '2022-02-08', '2022-02-07', '2023-05-29 02:10:52', '2023-05-29 02:10:52'),
(397, '132520539', 400, '0cf6e826-d4a0-42fe-ad91-96193d3ff9e1', 'Ika Usamah', 1, 2, 3, 0, '2023-04-12', '2023-04-26', '2023-04-25', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(398, '185865754', 401, '49472cb6-254c-4208-b6e6-e1ef9ec710d5', 'Jamil Waluyo Prasetyo S.Farm', 2, 1, 3, 0, '2022-05-09', '2022-05-23', '2022-05-22', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(399, '779797318', 402, '5f5b4679-9abf-4faf-aeeb-e28b73405f2b', 'Mariadi Prayogo Maheswara', 2, 2, 3, 0, '2020-05-18', '2020-06-01', '2020-05-31', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(400, '561875330', 403, 'fcc5248e-2adb-43e0-b8f7-dd18f380e615', 'Harjasa Winarno S.T.', 1, 1, 3, 0, '2021-11-29', '2021-12-13', '2021-12-12', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(401, '366239161', 404, 'ac6c925e-8760-448b-adee-bae724a3aa59', 'Vivi Zelaya Fujiati', 1, 1, 3, 0, '2020-04-30', '2020-05-14', '2020-05-13', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(402, '731295645', 405, 'd4cf62b8-fb14-43bd-8107-6e7bf3ae4b02', 'Muhammad Salahudin', 2, 2, 3, 0, '2022-09-09', '2022-09-23', '2022-09-22', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(403, '211324701', 406, 'fe4deaa6-e11a-4532-92be-5a1b6414f02b', 'Hani Lailasari', 1, 2, 3, 0, '2022-03-08', '2022-03-22', '2022-03-21', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(404, '135519303', 407, '1f867dc4-72ff-4702-91d2-fd8cc7e8f6c5', 'Tania Kezia Novitasari S.Pd', 2, 1, 3, 0, '2020-03-04', '2020-03-18', '2020-03-17', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(405, '684614421', 408, 'ec1bfd7b-e49c-49d2-80cd-d2bf4d2f476c', 'Lasmono Irawan', 2, 2, 3, 0, '2021-07-23', '2021-08-06', '2021-08-05', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(406, '454611029', 409, '4ac600cb-4512-4de6-9b15-14baed92d693', 'Irma Maryati', 2, 1, 3, 0, '2021-08-11', '2021-08-25', '2021-08-24', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(407, '317255828', 410, 'cb58b5ca-21f4-443c-870f-e5b7ce7e290a', 'Tami Ayu Haryanti M.M.', 2, 2, 3, 0, '2020-04-29', '2020-05-13', '2020-05-12', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(408, '531998971', 411, 'e5f4e69e-72e9-48b7-83e3-03d15b9fe635', 'Tantri Kezia Uyainah', 2, 2, 3, 0, '2023-04-30', '2023-05-14', '2023-05-13', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(409, '502830707', 412, 'ecdce1f3-3f8c-4493-8ca8-f58606d13b6d', 'Rahayu Prastuti', 2, 1, 3, 0, '2020-11-09', '2020-11-23', '2020-11-22', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(410, '803054209', 413, 'aec18e81-6c42-4210-b38d-1df7ad636aeb', 'Vera Pertiwi S.I.Kom', 1, 2, 3, 0, '2021-01-13', '2021-01-27', '2021-01-26', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(411, '592124148', 414, '7347dad0-9f48-4094-9777-910b86db8f25', 'Eva Mulyani S.I.Kom', 2, 2, 3, 0, '2020-08-08', '2020-08-22', '2020-08-21', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(412, '847879550', 415, 'cdea2cb3-56e8-4a70-a970-757c26fbe966', 'Daliono Prakasa', 1, 2, 3, 0, '2022-05-08', '2022-05-22', '2022-05-21', '2023-05-29 02:10:53', '2023-05-29 02:10:53'),
(413, '315859930', 416, '7d4ad7c1-73fe-4546-bdc0-6ba8999cedf6', 'Darmana Kenes Hutapea', 1, 2, 3, 0, '2023-03-09', '2023-03-23', '2023-03-22', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(414, '921965292', 417, '254089a6-390f-478f-8ef6-540b4ab69703', 'Zulaikha Hassanah', 1, 2, 3, 0, '2022-10-05', '2022-10-19', '2022-10-18', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(415, '411871820', 418, '26ab470e-caa8-4d99-ade0-248d63248358', 'Kardi Rajasa', 1, 2, 3, 0, '2020-03-30', '2020-04-13', '2020-04-12', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(416, '439991179', 419, '057fc09a-7a0b-4b88-8878-5a2a085507b1', 'Oni Titin Mayasari S.Sos', 2, 1, 3, 0, '2020-07-03', '2020-07-17', '2020-07-16', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(417, '286770532', 420, 'e4ef23b1-11cf-44cd-b4d4-6a30992ff978', 'Prima Warji Siregar M.Farm', 2, 1, 3, 0, '2022-02-01', '2022-02-15', '2022-02-14', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(418, '899819140', 421, 'e3a49187-ff05-4dd5-9366-f4ae5879c99c', 'Elvina Wijayanti', 1, 2, 3, 0, '2021-07-02', '2021-07-16', '2021-07-15', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(419, '244604947', 422, 'acfe490f-623b-4e63-8c25-84f85cf804f4', 'Elma Prastuti', 1, 1, 3, 0, '2022-10-12', '2022-10-26', '2022-10-25', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(420, '180537849', 423, 'dab650ed-2342-40e6-a7ea-90976967d8f8', 'Asman Gatot Prasetyo S.IP', 2, 2, 3, 0, '2021-04-05', '2021-04-19', '2021-04-18', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(421, '549499785', 424, 'aaf2eb40-1e8c-42cb-b678-1a5e27f95c31', 'Pardi Mahendra', 2, 2, 3, 0, '2023-04-02', '2023-04-16', '2023-04-15', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(422, '289923741', 425, '5a7e387d-4183-44da-b6eb-7fd64af22983', 'Novi Nuraini', 2, 1, 3, 0, '2020-03-09', '2020-03-23', '2020-03-22', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(423, '517081774', 426, 'b97a9b8c-8001-465c-aee3-834842356ad6', 'Mahfud Marpaung S.Pt', 1, 2, 3, 0, '2020-05-15', '2020-05-29', '2020-05-28', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(424, '387895206', 427, 'c86799fc-ea2d-4b6b-9c21-2bcf3d8b5b80', 'Jayadi Pratama', 1, 1, 3, 0, '2022-04-29', '2022-05-13', '2022-05-12', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(425, '618516119', 428, '5df03e22-6a56-4414-ac29-c73cc1b99ae6', 'Bahuwirya Marpaung', 1, 1, 3, 0, '2021-01-19', '2021-02-02', '2021-02-01', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(426, '448794290', 429, '3ce012b6-fa4c-48a8-91cf-89909a155368', 'Gatra Natsir S.Ked', 1, 1, 3, 0, '2021-10-19', '2021-11-02', '2021-11-01', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(427, '541862948', 430, 'db785a7a-598d-41b0-b546-7a524e95fdea', 'Nalar Tamba', 1, 2, 3, 0, '2021-10-07', '2021-10-21', '2021-10-20', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(428, '676186780', 431, '34dfae84-9de0-49c5-9943-257b938c96eb', 'Raisa Andriani', 1, 1, 3, 0, '2020-08-31', '2020-09-14', '2020-09-13', '2023-05-29 02:10:54', '2023-05-29 02:10:54'),
(429, '463375057', 432, '9dc611b0-fc70-440b-92d1-0c09590755ca', 'Paiman Lazuardi S.Ked', 1, 2, 3, 0, '2020-04-08', '2020-04-22', '2020-04-21', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(430, '625088275', 433, '0266d426-ccab-4483-9e89-c85913909dd6', 'Asmianto Bakda Wasita', 1, 1, 3, 0, '2021-06-30', '2021-07-14', '2021-07-13', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(431, '510594477', 434, 'abe5fc1d-ff60-4f27-9ec1-af444e3a2753', 'Jail Wijaya', 2, 1, 3, 0, '2021-08-18', '2021-09-01', '2021-08-31', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(432, '874783933', 435, 'ff6d7a10-add3-4ef7-ba3f-6968aee8bbcd', 'Zelaya Kusmawati S.I.Kom', 2, 2, 3, 0, '2022-11-19', '2022-12-03', '2022-12-02', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(433, '139375376', 436, '77fb7adf-4488-4cec-897a-ff84f75991e0', 'Diana Suryatmi', 1, 2, 3, 0, '2020-09-12', '2020-09-26', '2020-09-25', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(434, '183690272', 437, '01767468-51cd-473d-84eb-bfddaf2e5375', 'Umaya Praba Simanjuntak', 1, 2, 3, 0, '2022-09-28', '2022-10-12', '2022-10-11', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(435, '141766980', 438, '98a803c7-e6b2-4503-a650-7a1e7972bf27', 'Jarwadi Firgantoro', 1, 1, 3, 0, '2023-02-28', '2023-03-14', '2023-03-13', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(436, '925730172', 439, '2ef7c8aa-57b3-408a-a045-07f8bfb69b7e', 'Kasusra Mangunsong', 2, 2, 3, 0, '2020-08-19', '2020-09-02', '2020-09-01', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(437, '262484187', 440, 'd384ffce-09f9-4987-bb16-0a2f87a3a542', 'Najwa Pratiwi', 2, 1, 3, 0, '2020-03-18', '2020-04-01', '2020-03-31', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(438, '925084586', 441, '1711d60f-dab9-4174-8ef3-fd852a2a3aad', 'Ellis Riyanti', 1, 1, 3, 0, '2022-12-03', '2022-12-17', '2022-12-16', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(439, '623101907', 442, '65a17392-d43e-4bf2-9134-63d41f0bc8e3', 'Zelda Laksmiwati', 1, 1, 3, 0, '2020-05-21', '2020-06-04', '2020-06-03', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(440, '823167902', 443, '050b1e11-279c-4993-936c-abdeb79d3e81', 'Elisa Cinta Uyainah S.T.', 1, 1, 3, 0, '2021-10-11', '2021-10-25', '2021-10-24', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(441, '158026598', 444, '518898d3-6062-4323-93ab-9a06b49fdf04', 'Dewi Prastuti', 2, 2, 3, 0, '2022-09-14', '2022-09-28', '2022-09-27', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(442, '841989002', 445, 'c3f9bf9a-191c-4569-8621-a4a86a192a4d', 'Cahyono Purwanto Hidayat M.M.', 1, 2, 3, 0, '2020-06-15', '2020-06-29', '2020-06-28', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(443, '997281714', 446, 'ced58c98-1e28-48d0-9c62-2eb67bc1ec28', 'Mustofa Dabukke S.H.', 1, 2, 3, 0, '2021-07-04', '2021-07-18', '2021-07-17', '2023-05-29 02:10:55', '2023-05-29 02:10:55'),
(444, '301549108', 447, '53a2c12c-4128-4591-94b0-d5b49b060ad7', 'Nadia Yani Oktaviani S.Kom', 1, 2, 3, 0, '2021-03-10', '2021-03-24', '2021-03-23', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(445, '108773892', 448, '5461a7c6-c581-419d-8ed0-94747cc9145d', 'Nrima Nrima Kurniawan S.Kom', 2, 1, 3, 0, '2022-08-19', '2022-09-02', '2022-09-01', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(446, '387889505', 449, '21a7d992-95a1-459e-92ef-70ea9cfb152e', 'Asman Okto Manullang S.Pd', 1, 2, 3, 0, '2021-11-10', '2021-11-24', '2021-11-23', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(447, '761377262', 450, 'b036aaec-9a63-45a5-8767-13506535967e', 'Prayogo Asirwanda Budiyanto S.Pt', 1, 2, 3, 0, '2022-05-20', '2022-06-03', '2022-06-02', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(448, '900691600', 451, 'd0a35ab9-1533-4bc9-9f04-8e71fe840b6b', 'Ana Intan Wijayanti S.Kom', 2, 1, 3, 0, '2021-05-17', '2021-05-31', '2021-05-30', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(449, '398418969', 452, '19629d4a-d102-467a-9a81-ef81d4f8854d', 'Bagya Wasita', 1, 2, 3, 0, '2022-05-08', '2022-05-22', '2022-05-21', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(450, '824521233', 453, '8881c1ff-3347-4a1e-a166-8f740d524ce2', 'Cawisadi Situmorang S.IP', 1, 2, 3, 0, '2021-02-02', '2021-02-16', '2021-02-15', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(451, '334800674', 454, '0d19894c-d908-4514-9639-94dff2cccf35', 'Wulan Oktaviani', 1, 2, 3, 0, '2020-08-27', '2020-09-10', '2020-09-09', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(452, '624040819', 455, 'dc973232-dff2-4be0-8278-d6a8e297688f', 'Ana Kasiyah Purwanti S.IP', 1, 1, 3, 0, '2022-11-14', '2022-11-28', '2022-11-27', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(453, '196948258', 456, '49eedd01-ca20-45bc-b87c-a8172a7785a7', 'Wani Melani S.Pt', 2, 2, 3, 0, '2021-08-08', '2021-08-22', '2021-08-21', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(454, '664733179', 457, '2b411a6b-69ec-4696-bd6d-adcda4b545b5', 'Kusuma Lanang Kurniawan S.I.Kom', 1, 1, 3, 0, '2020-09-15', '2020-09-29', '2020-09-28', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(455, '947166724', 458, '7fcb4449-69cf-47d5-8720-a04f6b07cc82', 'Putu Wasita M.M.', 1, 1, 3, 0, '2022-05-04', '2022-05-18', '2022-05-17', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(456, '255200441', 459, '2b1fde2f-62a4-498e-9753-cc0b21f39a26', 'Salwa Juli Andriani', 2, 1, 3, 0, '2020-12-14', '2020-12-28', '2020-12-27', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(457, '803120394', 460, 'a8835b58-ec92-41c1-845e-20151c0894fd', 'Jefri Simanjuntak', 1, 1, 3, 0, '2022-08-12', '2022-08-26', '2022-08-25', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(458, '309286865', 461, 'ce0d1d7a-7c00-45b1-8c67-c1fb86598025', 'Balamantri Waskita', 2, 2, 3, 0, '2020-08-21', '2020-09-04', '2020-09-03', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(459, '394553429', 462, 'ceb65b54-e731-4194-8193-b4608c024cdd', 'Titi Utami', 2, 2, 3, 0, '2023-03-06', '2023-03-20', '2023-03-19', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(460, '917248648', 463, '88fe4a23-73d5-43e0-bbf3-e7b8caf2a576', 'Utama Estiono Hidayanto', 1, 1, 3, 0, '2022-05-13', '2022-05-27', '2022-05-26', '2023-05-29 02:10:56', '2023-05-29 02:10:56'),
(461, '541081613', 464, 'a69de1b2-686b-4d51-bbb3-f26b04aa6892', 'Raden Setiawan', 2, 1, 3, 0, '2021-12-24', '2022-01-07', '2022-01-06', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(462, '184985111', 465, '6c0a7cfb-23db-4c12-bc01-90604e301cc3', 'Praba Suwarno', 2, 2, 3, 0, '2022-12-05', '2022-12-19', '2022-12-18', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(463, '545387536', 466, '3581a94f-f852-424e-8d80-ec9a00efd4ad', 'Wulan Laksita', 2, 2, 3, 0, '2021-10-25', '2021-11-08', '2021-11-07', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(464, '366601787', 467, 'cce12303-8977-433a-8393-8307cbec412e', 'Calista Salsabila Yuniar S.Gz', 1, 1, 3, 0, '2020-06-10', '2020-06-24', '2020-06-23', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(465, '139625945', 468, '20c8cf0c-c7a4-4c90-b5ea-e682a0fd5f77', 'Abyasa Saiful Sirait S.Sos', 2, 1, 3, 0, '2021-06-27', '2021-07-11', '2021-07-10', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(466, '731309400', 469, '39e2e61e-0ba3-49d7-91f3-0e7f28e0fb14', 'Juli Susanti', 1, 2, 3, 0, '2020-09-14', '2020-09-28', '2020-09-27', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(467, '224699494', 470, '490d3a11-ecfd-42b1-b7eb-049f4c42afbb', 'Harsaya Wahyudin S.H.', 1, 2, 3, 0, '2020-05-07', '2020-05-21', '2020-05-20', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(468, '134425887', 471, 'c1a526e3-5af8-4f5b-9c01-4e00c411b90c', 'Nadia Safitri', 1, 1, 3, 0, '2022-11-26', '2022-12-10', '2022-12-09', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(469, '178366834', 472, '8337f343-3de1-4d98-9138-2afae95ab4d6', 'Ellis Wahyuni', 2, 1, 3, 0, '2021-12-01', '2021-12-15', '2021-12-14', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(470, '472517108', 473, '5a74dcf5-837e-4ff9-8fb3-e0de60cad22e', 'Cengkir Hidayanto', 2, 1, 3, 0, '2020-11-08', '2020-11-22', '2020-11-21', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(471, '360279588', 474, 'b55ba93d-2545-4d28-b5f7-90406b5a3e7a', 'Yance Paramita Maryati S.Ked', 2, 2, 3, 0, '2020-04-03', '2020-04-17', '2020-04-16', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(472, '421494193', 475, '62664678-0974-4822-82b8-0ea81c2b75be', 'Jessica Mandasari', 1, 1, 3, 0, '2022-12-14', '2022-12-28', '2022-12-27', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(473, '797733868', 476, '316b3faa-e69c-4635-b320-2602c45a9a22', 'Dadi Maulana M.Ak', 1, 2, 3, 0, '2022-02-14', '2022-02-28', '2022-02-27', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
(474, '273256780', 477, '1dd00d2d-a2cd-4c60-9034-19ccdd0373c2', 'Fathonah Pia Mardhiyah', 2, 2, 3, 0, '2020-10-29', '2020-11-12', '2020-11-11', '2023-05-29 02:10:57', '2023-05-29 02:10:57'),
